crop_id,category,habit,life_form,life_span,physiology,plant_attributes
2359,"roots/tubers, vegetables, materials, ornamentals/turf, medicinals & aromatic",erect,herb,perennial,"evergreen, deciduous, multi stem",grown on small scale
2360,"fruits & nuts, materials, medicinals & aromatic, forest/wood",erect,tree,perennial,single stem,
2363,"vegetables, medicinals & aromatic, environmental",erect,herb,annual,single stem,grown on small scale
2364,vegetables,"erect, prostrate/procumbent/semi-erect",herb,perennial,single stem,grown on small scale
2371,roots/tubers,erect,herb,"annual, perennial",single stem,grown on small scale
2380,"fruits & nuts, forest/wood, environmental",erect,"shrub, tree",perennial,"single stem, multi stem",grown on small scale
2381,fruits & nuts,climber/scrambler/scadent,vine,perennial,multi stem,"grown on small scale, harvested from wild"
2386,"fruits & nuts, materials, medicinals & aromatic",erect,tree,perennial,"deciduous, single stem",grown on large scale
2390,vegetables,erect,tree,perennial,single stem,"grown on small scale, harvested from wild"
2394,"fruits & nuts, vegetables",erect,tree,perennial,"evergreen, single stem",grown on small scale
2397,"fruits & nuts, medicinals & aromatic",erect,tree,perennial,"deciduous, single stem",grown on large scale
2398,"forage/pasture, fruits & nuts, materials",erect,tree,perennial,"deciduous, single stem",grown on large scale
2413,"fruits & nuts, medicinals & aromatic",erect,shrub,perennial,"deciduous, multi stem","grown on small scale, harvested from wild"
2428,"forage/pasture, fruits & nuts, materials, medicinals & aromatic, forest/wood",erect,tree,perennial,"deciduous, single stem",
2433,"forage/pasture, vegetables, ornamentals/turf, medicinals & aromatic, weed","erect, acaulescent (or rosette plants)",herb,perennial,"deciduous, single stem, multi stem, C3 photosynthesis, C4 photosynthesis",grown on small scale
2442,vegetables,"erect, acaulescent (or rosette plants)",herb,"annual, biennial",single stem,grown on small scale
2447,roots/tubers,climber/scrambler/scadent,herb,annual,,grown on small scale
2452,"fruits & nuts, vegetables, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,"shrub, tree",perennial,"single stem, multi stem",
2454,"vegetables, medicinals & aromatic",erect,herb,perennial,single stem,grown on small scale
2465,fruits & nuts,erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",grown on large scale
2467,fruits & nuts,erect,tree,perennial,"evergreen, single stem",
2474,vegetables,acaulescent (or rosette plants),herb,biennial,single stem,grown on large scale
2475,"vegetables, materials",climber/scrambler/scadent,"herb, vine",annual,,grown on small scale
2479,pulses (grain legumes),erect,herb,annual,,"grown on large scale, grown on small scale"
2483,fruits & nuts,erect,herb,perennial,"evergreen, single stem",grown on large scale
2486,vegetables,erect,herb,biennial,single stem,
2499,"fruits & nuts, vegetables, materials, forest/wood, environmental",erect,tree,perennial,"evergreen, single stem, C3 photosynthesis",grown on small scale
2501,"fruits & nuts, forest/wood",erect,"shrub, tree",perennial,"evergreen, single stem, multi stem, C3 photosynthesis",
2507,"forage/pasture, fruits & nuts, medicinals & aromatic, environmental",erect,herb,perennial,single stem,grown on small scale
2508,"forage/pasture, fruits & nuts, materials, environmental",erect,tree,perennial,"evergreen, single stem",grown on small scale
2509,"cereals & pseudocereals, forage/pasture, vegetables, medicinals & aromatic",erect,herb,annual,,grown on small scale
2514,"materials, medicinals & aromatic",erect,herb,annual,"multi stem, C3 photosynthesis","grown on large scale, grown on small scale"
2516,"pulses (grain legumes), cover crop","prostrate/procumbent/semi-erect, climber/scrambler/scadent",herb,annual,,grown on small scale
2524,"pulses (grain legumes), forage/pasture, vegetables, environmental",prostrate/procumbent/semi-erect,herb,"annual, perennial",multi stem,grown on small scale
2525,"pulses (grain legumes), forage/pasture, cover crop",climber/scrambler/scadent,herb,annual,,grown on small scale
2528,vegetables,erect,herb,"annual, biennial, perennial",multi stem,grown on small scale
2579,"fruits & nuts, forest/wood, environmental",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem","grown on small scale, harvested from wild"
2580,forest/wood,erect,"shrub, tree",perennial,"single stem, multi stem",harvested from wild
2588,"forage/pasture, fruits & nuts, forest/wood",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",harvested from wild
2599,"ornamentals/turf, forest/wood, environmental",erect,"shrub, tree",perennial,"single stem, multi stem",grown on small scale
2600,"fruits & nuts, forest/wood, environmental, weed",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",harvested from wild
2646,"forage/pasture, fruits & nuts, materials, medicinals & aromatic, forest/wood, environmental",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",
2651,"forest/wood, environmental",erect,"shrub, tree",perennial,"single stem, multi stem",harvested from wild
2664,"forest/wood, environmental",erect,"shrub, tree",perennial,"single stem, multi stem",harvested from wild
2697,"pulses (grain legumes), forage/pasture, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem","grown on small scale, harvested from wild"
2705,"forage/pasture, fruits & nuts, forest/wood, environmental",erect,tree,perennial,single stem,harvested from wild
2718,"forage/pasture, fruits & nuts, materials, forest/wood, environmental",erect,"shrub, tree",perennial,"single stem, multi stem",grown on small scale
2735,fruits & nuts,prostrate/procumbent/semi-erect,"herb, vine",perennial,multi stem,
2741,"fruits & nuts, ornamentals/turf",erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",grown on small scale
2783,"fruits & nuts, materials, ornamentals/turf, environmental",erect,tree,perennial,"evergreen, single stem","grown on small scale, harvested from wild"
2787,"fruits & nuts, materials, environmental",erect,tree,perennial,"evergreen, single stem",grown on small scale
2803,"fruits & nuts, environmental",climber/scrambler/scadent,vine,perennial,"deciduous, single stem",
2807,"fruits & nuts, environmental",erect,tree,perennial,"deciduous, single stem",grown on small scale
2808,"fruits & nuts, materials, ornamentals/turf",erect,tree,perennial,"semi evergreen, deciduous, single stem",harvested from wild
2809,"forage/pasture, fruits & nuts, materials",erect,tree,perennial,"deciduous, single stem",grown on small scale
2844,"fruits & nuts, medicinals & aromatic",erect,tree,perennial,,grown on small scale
2856,"fruits & nuts, ornamentals/turf, medicinals & aromatic, forest/wood",erect,tree,perennial,"deciduous, single stem","grown on large scale, harvested from wild"
2863,"vegetables, medicinals & aromatic",erect,herb,perennial,multi stem,grown on small scale
2872,"fruits & nuts, medicinals & aromatic",erect,herb,perennial,,grown on small scale
2881,"vegetables, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem","grown on small scale, harvested from wild"
2925,"forage/pasture, medicinals & aromatic, weed",erect,grass,perennial,multi stem,grown on large scale
2958,"forage/pasture, materials, forest/wood",erect,"shrub, tree",perennial,"single stem, multi stem",harvested from wild
2972,medicinals & aromatic,erect,herb,perennial,,grown on small scale
2984,medicinals & aromatic,erect,herb,annual,,harvested from wild
2992,vegetables,erect,herb,biennial,,grown on large scale
2994,"vegetables, medicinals & aromatic",erect,herb,"annual, biennial",multi stem,grown on large scale
3052,"vegetables, medicinals & aromatic",prostrate/procumbent/semi-erect,herb,perennial,,grown on small scale
3069,forage/pasture,"erect, prostrate/procumbent/semi-erect",herb,"annual, perennial",multi stem,grown on large scale
3086,vegetables,erect,herb,annual,,grown on small scale
3090,"cereals & pseudocereals, vegetables",erect,herb,annual,C4 photosynthesis,grown on large scale
3116,"fruits & nuts, ornamentals/turf, medicinals & aromatic, environmental",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem, C3 photosynthesis",
3127,"fruits & nuts, materials, environmental",erect,tree,perennial,evergreen,
3218,medicinals & aromatic,erect,herb,"biennial, perennial",,grown on small scale
3220,medicinals & aromatic,erect,herb,"biennial, perennial",,harvested from wild
3236,fruits & nuts,erect,tree,perennial,"deciduous, single stem",grown on large scale
3241,"fruits & nuts, vegetables, medicinals & aromatic",erect,tree,perennial,"evergreen, semi evergreen, single stem",grown on small scale
3242,fruits & nuts,erect,tree,perennial,single stem,"grown on large scale, grown on small scale"
3243,"forage/pasture, fruits & nuts, vegetables, materials, medicinals & aromatic",erect,"shrub, tree",perennial,"single stem, multi stem",
3286,"roots/tubers, vegetables",climber/scrambler/scadent,"herb, vine",perennial,"deciduous, multi stem",
3289,vegetables,"prostrate/procumbent/semi-erect, acaulescent (or rosette plants)",herb,"annual, biennial",single stem,grown on small scale
3308,"pulses (grain legumes), forage/pasture",erect,herb,perennial,multi stem,"grown on large scale, grown on small scale"
3310,"pulses (grain legumes), forage/pasture, ornamentals/turf","prostrate/procumbent/semi-erect, climber/scrambler/scadent",herb,perennial,multi stem,grown on small scale
3318,"fruits & nuts, forest/wood",erect,tree,perennial,"evergreen, single stem",
3325,"fruits & nuts, medicinals & aromatic",erect,shrub,perennial,,harvested from wild
3327,"fruits & nuts, vegetables, materials, medicinals & aromatic, forest/wood",erect,tree,perennial,single stem,
3330,"vegetables, medicinals & aromatic",erect,herb,biennial,,"grown on small scale, harvested from wild"
3348,"materials, medicinals & aromatic",erect,tree,perennial,"evergreen, single stem","grown on small scale, harvested from wild"
3351,"forage/pasture, materials",erect,tree,perennial,"evergreen, single stem",grown on small scale
3384,vegetables,"erect, acaulescent (or rosette plants)",herb,"annual, perennial",single stem,grown on small scale
3386,roots/tubers,prostrate/procumbent/semi-erect,herb,perennial,,grown on small scale
3423,fruits & nuts,erect,tree,perennial,"evergreen, semi evergreen, single stem",grown on large scale
3428,"forage/pasture, fruits & nuts",erect,tree,perennial,"deciduous, single stem",
3435,"forage/pasture, fruits & nuts, ornamentals/turf, forest/wood",erect,tree,perennial,"evergreen, single stem",grown on small scale
3522,"fruits & nuts, materials, medicinals & aromatic",erect,tree,perennial,"evergreen, single stem",harvested from wild
3549,"forage/pasture, vegetables, ornamentals/turf",erect,herb,annual,"multi stem, C3 photosynthesis",grown on small scale
3560,"fruits & nuts, vegetables, materials, ornamentals/turf",erect,tree,perennial,"evergreen, single stem",grown on small scale
3568,"cereals & pseudocereals, forage/pasture",erect,grass,annual,,grown on small scale
3569,"cereals & pseudocereals, forage/pasture, weed",erect,grass,"annual, perennial",,"grown on small scale, harvested from wild"
3571,"cereals & pseudocereals, materials",erect,grass,annual,"deciduous, multi stem","grown on small scale, previously widely grown"
3572,"cereals & pseudocereals, forage/pasture, weed",erect,grass,annual,,grown on small scale
3575,"fruits & nuts, materials, forest/wood",erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",
3576,"forage/pasture, fruits & nuts, materials, forest/wood, environmental",erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",
3582,"forage/pasture, fruits & nuts, vegetables, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,"shrub, tree",perennial,"evergreen, semi evergreen, deciduous, single stem, multi stem",
3591,"fruits & nuts, materials, ornamentals/turf, environmental",erect,tree,perennial,single stem,grown on small scale
3596,"fruits & nuts, materials, ornamentals/turf",erect,tree,perennial,single stem,
3597,"fruits & nuts, ornamentals/turf, forest/wood, environmental",erect,tree,perennial,"evergreen, single stem","grown on small scale, harvested from wild"
3608,"fruits & nuts, medicinals & aromatic, weed",erect,"shrub, tree",perennial,"semi evergreen, deciduous, multi stem",harvested from wild
3613,"forage/pasture, vegetables, materials, environmental",erect,grass,perennial,"evergreen, multi stem",grown on small scale
3618,"vegetables, materials, environmental",erect,grass,perennial,multi stem,
3655,"fruits & nuts, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem",harvested from wild
3659,fruits & nuts,"erect, climber/scrambler/scadent","vine, shrub",perennial,multi stem,grown on small scale
3669,"forage/pasture, fruits & nuts, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,"shrub, tree",perennial,"evergreen, semi evergreen, deciduous, single stem, multi stem",harvested from wild
3673,"cereals & pseudocereals, materials",prostrate/procumbent/semi-erect,grass,"annual, perennial",multi stem,harvested from wild
3682,"ornamentals/turf, medicinals & aromatic",acaulescent (or rosette plants),herb,perennial,,harvested from wild
3696,"ornamentals/turf, medicinals & aromatic",erect,shrub,perennial,,grown on small scale
3697,"forage/pasture, fruits & nuts, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,"shrub, tree",perennial,"single stem, multi stem",
3699,"fruits & nuts, forest/wood",erect,tree,perennial,"semi evergreen, deciduous, single stem",grown on small scale
3712,"roots/tubers, forage/pasture, vegetables, materials, medicinals & aromatic",acaulescent (or rosette plants),herb,biennial,single stem,grown on large scale
3713,vegetables,acaulescent (or rosette plants),herb,biennial,single stem,grown on large scale
3721,"medicinals & aromatic, forest/wood",erect,tree,perennial,,grown on large scale
3722,"vegetables, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem",
3761,"vegetables, ornamentals/turf, medicinals & aromatic",erect,herb,annual,,grown on small scale
3765,"materials, forest/wood",erect,tree,perennial,"evergreen, single stem",grown on small scale
3771,"fruits & nuts, medicinals & aromatic",erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",
3814,"cereals & pseudocereals, forage/pasture",erect,grass,"annual, perennial",multi stem,grown on small scale
3848,"forage/pasture, vegetables, cover crop",erect,herb,annual,,grown on small scale
3861,"roots/tubers, forage/pasture",erect,herb,"annual, biennial",single stem,grown on large scale
3867,"forage/pasture, vegetables",erect,herb,"biennial, perennial",,grown on small scale
3877,vegetables,erect,herb,biennial,single stem,grown on small scale
3878,vegetables,erect,herb,biennial,single stem,grown on small scale
3881,"roots/tubers, vegetables",acaulescent (or rosette plants),herb,biennial,single stem,grown on small scale
3896,"forage/pasture, fruits & nuts, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"semi evergreen, deciduous, single stem",
3957,"fruits & nuts, materials, medicinals & aromatic, forest/wood",erect,tree,perennial,"semi evergreen, single stem",
3988,"roots/tubers, ornamentals/turf, weed",erect,herb,perennial,deciduous,grown on small scale
3993,"ornamentals/turf, medicinals & aromatic, forest/wood",erect,tree,perennial,"evergreen, single stem",grown on large scale
4037,"roots/tubers, materials, medicinals & aromatic, environmental",erect,herb,perennial,multi stem,grown on small scale
4081,"ornamentals/turf, medicinals & aromatic",erect,herb,perennial,,"grown on small scale, harvested from wild"
4089,materials,erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",grown on small scale
4090,materials,erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",grown on large scale
4094,"vegetables, weed",erect,herb,"annual, biennial, perennial",,
4111,"fruits & nuts, materials, ornamentals/turf",erect,tree,perennial,single stem,grown on small scale
4145,"fruits & nuts, forest/wood",erect,"shrub, tree",perennial,"single stem, multi stem",
4159,"vegetables, ornamentals/turf, medicinals & aromatic",prostrate/procumbent/semi-erect,sub-shrub,perennial,"deciduous, multi stem","grown on large scale, grown on small scale"
4161,"forage/pasture, fruits & nuts, medicinals & aromatic, environmental","erect, climber/scrambler/scadent","shrub, tree",perennial,"deciduous, single stem, multi stem",
4218,"fruits & nuts, ornamentals/turf, medicinals & aromatic",erect,herb,perennial,"evergreen, single stem, multi stem",grown on small scale
4223,"fruits & nuts, medicinals & aromatic, environmental",climber/scrambler/scadent,"vine, shrub, tree",perennial,"single stem, multi stem",grown on small scale
4225,"forage/pasture, fruits & nuts, ornamentals/turf, medicinals & aromatic, forest/wood, environmental","erect, prostrate/procumbent/semi-erect","shrub, tree",perennial,"evergreen, single stem, multi stem","grown on small scale, harvested from wild"
4229,"fruits & nuts, ornamentals/turf, environmental",erect,shrub,perennial,"evergreen, multi stem",grown on small scale
4256,medicinals & aromatic,erect,herb,"annual, biennial, perennial",,grown on large scale
4271,"fruits & nuts, materials, forest/wood",erect,tree,perennial,single stem,
4273,"fruits & nuts, materials, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, single stem","grown on small scale, harvested from wild"
4278,"fruits & nuts, materials, forest/wood",erect,tree,perennial,"evergreen, single stem",
4281,"forage/pasture, vegetables, materials, ornamentals/turf, medicinals & aromatic, environmental",erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",grown on small scale
4305,"forage/pasture, vegetables, materials, ornamentals/turf, medicinals & aromatic, forest/wood, cover crop, environmental",erect,shrub,perennial,multi stem,harvested from wild
4312,"fruits & nuts, ornamentals/turf, forest/wood",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",grown on small scale
4313,"fruits & nuts, materials, forest/wood",erect,tree,perennial,"deciduous, single stem",grown on small scale
4314,"fruits & nuts, materials, forest/wood",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",grown on small scale
4315,"fruits & nuts, medicinals & aromatic, environmental",erect,"shrub, tree",perennial,"evergreen, deciduous, single stem, multi stem",grown on small scale
4341,"forage/pasture, materials, ornamentals/turf, forest/wood, environmental, weed",erect,tree,perennial,"evergreen, single stem, C3 photosynthesis",
4398,"vegetables, ornamentals/turf, medicinals & aromatic",erect,herb,"annual, biennial",,harvested from wild
4414,roots/tubers,erect,"herb, shrub",perennial,multi stem,grown on small scale
4426,"materials, medicinals & aromatic, forest/wood",erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",grown on large scale
4435,"fruits & nuts, materials, forest/wood",erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",
4465,vegetables,erect,tree,perennial,single stem,
4466,"vegetables, ornamentals/turf",erect,tree,perennial,"evergreen, single stem",
4481,"forage/pasture, vegetables, materials",erect,herb,annual,single stem,
4485,"vegetables, medicinals & aromatic",erect,herb,perennial,,harvested from wild
4494,"pulses (grain legumes), medicinals & aromatic",erect,herb,annual,,"grown on large scale, grown on small scale"
4509,"roots/tubers, vegetables, materials, medicinals & aromatic",acaulescent (or rosette plants),herb,perennial,single stem,
4524,"vegetables, ornamentals/turf, medicinals & aromatic, environmental",prostrate/procumbent/semi-erect,herb,annual,multi stem,grown on small scale
4528,"vegetables, ornamentals/turf, medicinals & aromatic",erect,herb,"annual, biennial",multi stem,"grown on small scale, harvested from wild"
4538,"fruits & nuts, forest/wood",erect,tree,perennial,single stem,
4617,"fruits & nuts, ornamentals/turf, medicinals & aromatic",erect,"shrub, tree",perennial,"single stem, multi stem",grown on small scale
4618,medicinals & aromatic,climber/scrambler/scadent,"herb, vine","annual, perennial",multi stem,grown on small scale
4626,fruits & nuts,erect,tree,perennial,"evergreen, single stem",grown on small scale
4631,fruits & nuts,erect,tree,perennial,"evergreen, single stem",
4635,"fruits & nuts, materials, environmental",erect,tree,perennial,"evergreen, deciduous",grown on small scale
4646,fruits & nuts,erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",grown on small scale
4659,"fruits & nuts, ornamentals/turf, medicinals & aromatic",erect,tree,perennial,"evergreen, single stem",grown on small scale
4704,"vegetables, medicinals & aromatic",erect,shrub,perennial,multi stem,grown on small scale
4744,"fruits & nuts, environmental",erect,tree,perennial,"evergreen, single stem",grown on small scale
4755,"fruits & nuts, environmental",erect,tree,perennial,"evergreen, single stem",grown on small scale
4768,roots/tubers,prostrate/procumbent/semi-erect,herb,annual,multi stem,grown on small scale
4772,"roots/tubers, vegetables",erect,herb,,,grown on small scale
4779,"forage/pasture, fruits & nuts, materials, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem",
4804,"forage/pasture, vegetables, medicinals & aromatic, environmental",erect,tree,perennial,"deciduous, single stem",
4854,"forage/pasture, fruits & nuts, forest/wood",erect,shrub,perennial,"evergreen, multi stem",harvested from wild
4855,"forage/pasture, fruits & nuts, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, single stem",
4873,"fruits & nuts, ornamentals/turf",prostrate/procumbent/semi-erect,"herb, sub-shrub",perennial,"deciduous, multi stem",
4880,"fruits & nuts, materials, medicinals & aromatic, forest/wood",erect,shrub,perennial,"deciduous, multi stem",harvested from wild
4893,fruits & nuts,erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",grown on small scale
4899,fruits & nuts,erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",grown on small scale
4916,"fruits & nuts, forest/wood",erect,tree,perennial,"evergreen, single stem",
4926,"vegetables, medicinals & aromatic",erect,herb,perennial,multi stem,"grown on small scale, harvested from wild"
4935,ornamentals/turf,erect,"shrub, tree",perennial,,"grown on small scale, harvested from wild"
4959,"vegetables, materials, medicinals & aromatic","erect, prostrate/procumbent/semi-erect",herb,perennial,,harvested from wild
4999,"vegetables, medicinals & aromatic, environmental",erect,herb,perennial,"evergreen, multi stem",
5008,vegetables,climber/scrambler/scadent,"herb, vine",annual,multi stem,
5012,"forage/pasture, fruits & nuts, vegetables, materials, ornamentals/turf",climber/scrambler/scadent,herb,annual,,grown on large scale
5030,"fruits & nuts, vegetables, materials, medicinals & aromatic",climber/scrambler/scadent,herb,annual,,grown on small scale
5032,"vegetables, materials, ornamentals/turf",climber/scrambler/scadent,herb,perennial,single stem,grown on small scale
5033,materials,prostrate/procumbent/semi-erect,herb,perennial,multi stem,harvested from wild
5035,"vegetables, materials, environmental",climber/scrambler/scadent,"herb, vine",annual,,grown on small scale
5042,fruits & nuts,erect,tree,perennial,"evergreen, single stem",harvested from wild
5066,"vegetables, materials",erect,herb,perennial,,grown on small scale
5117,"fruits & nuts, materials, medicinals & aromatic",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",grown on small scale
5138,"forage/pasture, vegetables, ornamentals/turf, medicinals & aromatic, weed",erect,herb,perennial,multi stem,grown on small scale
5148,"ornamentals/turf, medicinals & aromatic",erect,"shrub, tree",perennial,"single stem, multi stem",grown on small scale
5158,"roots/tubers, weed",erect,herb,perennial,,
5163,"vegetables, materials, ornamentals/turf, medicinals & aromatic",erect,herb,perennial,"evergreen, multi stem",
5181,"forage/pasture, fruits & nuts, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"evergreen, single stem","grown on small scale, harvested from wild"
5232,"vegetables, materials",erect,grass,perennial,"evergreen, multi stem",
5233,"vegetables, materials",erect,grass,perennial,"evergreen, multi stem",
5235,"vegetables, materials",erect,grass,perennial,"evergreen, multi stem",
5236,"vegetables, materials",erect,grass,perennial,"evergreen, multi stem",
5238,"vegetables, materials",erect,grass,perennial,"evergreen, multi stem",
5275,"fruits & nuts, vegetables, forest/wood, environmental",erect,tree,perennial,"evergreen, single stem",
5302,"forage/pasture, fruits & nuts, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,,"semi evergreen, deciduous, single stem",
5310,"materials, medicinals & aromatic",erect,"herb, sub-shrub",perennial,,"grown on small scale, harvested from wild"
5329,cereals & pseudocereals,erect,grass,annual,"multi stem, C4 photosynthesis",grown on small scale
5343,"materials, forest/wood",erect,tree,perennial,"deciduous, single stem",
5349,"fruits & nuts, ornamentals/turf, medicinals & aromatic, environmental",erect,"shrub, tree",perennial,evergreen,grown on small scale
5350,fruits & nuts,erect,tree,perennial,single stem,harvested from wild
5369,roots/tubers,climber/scrambler/scadent,vine,perennial,multi stem,grown on small scale
5382,roots/tubers,climber/scrambler/scadent,vine,perennial,multi stem,grown on small scale
5387,roots/tubers,climber/scrambler/scadent,vine,perennial,multi stem,harvested from wild
5408,roots/tubers,climber/scrambler/scadent,vine,perennial,multi stem,grown on small scale
5429,roots/tubers,climber/scrambler/scadent,vine,perennial,multi stem,grown on small scale
5464,"fruits & nuts, materials, ornamentals/turf, medicinals & aromatic, forest/wood",erect,tree,perennial,"evergreen, single stem",
5465,"forage/pasture, fruits & nuts, medicinals & aromatic, forest/wood, environmental",erect,"shrub, tree",perennial,"evergreen, semi evergreen, deciduous, single stem, multi stem",grown on small scale
5466,"fruits & nuts, ornamentals/turf, medicinals & aromatic, forest/wood",erect,tree,perennial,"evergreen, single stem","grown on small scale, harvested from wild"
5474,"fruits & nuts, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem",
5521,"forage/pasture, fruits & nuts, materials, ornamentals/turf, forest/wood",erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",
5534,"fruits & nuts, environmental",erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",
5536,fruits & nuts,erect,"shrub, tree",perennial,"deciduous, single stem, multi stem",
5597,"cereals & pseudocereals, forage/pasture, environmental",erect,grass,annual,,grown on small scale
5608,"vegetables, materials, medicinals & aromatic",erect,herb,"biennial, perennial",,harvested from wild
5622,"forage/pasture, vegetables, materials, ornamentals/turf, environmental, weed",,herb,biennial,multi stem,
5632,materials,erect,tree,perennial,"evergreen, single stem",grown on small scale
5657,"cereals & pseudocereals, forage/pasture, environmental","erect, prostrate/procumbent/semi-erect",grass,annual,"multi stem, C4 photosynthesis",grown on large scale
5664,"cereals & pseudocereals, forage/pasture",erect,grass,perennial,multi stem,
5700,"vegetables, materials, ornamentals/turf, medicinals & aromatic",erect,herb,perennial,"evergreen, single stem",grown on small scale
5706,"forage/pasture, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem",
5719,medicinals & aromatic,erect,herb,perennial,,harvested from wild
5723,"vegetables, medicinals & aromatic",erect,herb,perennial,,harvested from wild
5728,"cereals & pseudocereals, forage/pasture, weed",erect,grass,annual,multi stem,grown on small scale
5746,"cereals & pseudocereals, materials",erect,grass,annual,,grown on large scale
5794,medicinals & aromatic,"erect, acaulescent (or rosette plants)",herb,annual,multi stem,"grown on small scale, harvested from wild"
5805,"pulses (grain legumes), forage/pasture, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem",grown on small scale
5967,"fruits & nuts, ornamentals/turf, medicinals & aromatic",erect,tree,perennial,"evergreen, single stem",grown on small scale
5995,"fruits & nuts, ornamentals/turf, environmental",erect,"shrub, tree",perennial,"single stem, multi stem","grown on small scale, harvested from wild"
6001,"fruits & nuts, ornamentals/turf, medicinals & aromatic",erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",grown on small scale
6002,fruits & nuts,erect,"shrub, tree",perennial,"evergreen, deciduous, single stem, multi stem",grown on small scale
6051,"fruits & nuts, environmental",erect,tree,perennial,evergreen,harvested from wild
6052,fruits & nuts,erect,tree,perennial,"evergreen, single stem",
6054,"fruits & nuts, vegetables, ornamentals/turf",erect,tree,perennial,"evergreen, multi stem","grown on small scale, harvested from wild"
6075,"cereals & pseudocereals, forage/pasture, cover crop, environmental",erect,herb,annual,single stem,grown on large scale
6076,"cereals & pseudocereals, forage/pasture, weed",erect,herb,annual,single stem,grown on small scale
6078,"fruits & nuts, ornamentals/turf, forest/wood",erect,tree,perennial,"deciduous, single stem",
6080,"forage/pasture, fruits & nuts, ornamentals/turf, medicinals & aromatic, forest/wood",erect,tree,perennial,"deciduous, single stem",grown on large scale
6082,"forage/pasture, fruits & nuts, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"deciduous, single stem",
6114,"fruits & nuts, ornamentals/turf, medicinals & aromatic",erect,tree,perennial,"deciduous, single stem","grown on small scale, harvested from wild"
6149,"fruits & nuts, materials, forest/wood, environmental",erect,tree,perennial,single stem,
6199,"forage/pasture, fruits & nuts, vegetables, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",erect,tree,perennial,"semi evergreen, deciduous, single stem",
6212,"fruits & nuts, materials",climber/scrambler/scadent,tree,perennial,,
6252,"fruits & nuts, medicinals & aromatic",erect,"shrub, tree",perennial,"evergreen, single stem, multi stem",
6256,fruits & nuts,acaulescent (or rosette plants),herb,perennial,,
6262,fruits & nuts,acaulescent (or rosette plants),herb,perennial,single stem,harvested from wild
6309,"vegetables, materials, medicinals & aromatic","prostrate/procumbent/semi-erect, climber/scrambler/scadent",herb,,,harvested from wild
6313,"materials, medicinals & aromatic",erect,herb,perennial,,harvested from wild
6353,"fruits & nuts, materials, environmental",erect,tree,perennial,evergreen,
6384,"fruits & nuts, materials, medicinals & aromatic, forest/wood",erect,tree,perennial,"deciduous, single stem",
6397,"forage/pasture, fruits & nuts, materials, medicinals & aromatic, forest/wood",erect,tree,perennial,single stem,
