crop_id,common_names
2002,jobo jocote
2002,jobo negro
2002,jobo roñoso
2002,jobo vano
2002,jocote
2002,jocote amarillo
2002,jocote de chanche
2002,jocote dejobo
2002,jocote jobo
2002,jocote montanero
2002,jocote montero
2002,jovo
2002,marapa
2002,obo de zopilote
2002,palo de mulato
2002,noma
2002,tobo de montana
2002,obo
2002,uvo
2002,acaiba
2002,acaimiri
2002,acaja
2002,acajaiba
2002,caja
2002,caja mirim
2002,caja pequeno
2002,cajazeiro
2002,and caja miudo
2002,hoeboe
2002,mompe
2002,monbe
2002,mopé
2002,moppé
2002,taperiba
2002,tapiriba
2047,tamarind
2047,Indian date
2047,Madeira mahogany
2047,camalindo
2047,sampaloc
2047,tamarin
2047,tamarindo
2047,tamarainer
2047,tamarindier
2047,ardeib
2047,tamarindeiro
2047,tamarinho
2047,tamarineiro
2047,tamarinheiro
2047,tamanha
2047,jubai'
2047,tamarinde
2047,tamarindizio
2047,ambli
2047,amli
2047,imli
2047,amalika
2047,tintiff
2047,tintul
2047,tetul
2047,chinch
2047,chitz
2047,asam jawa
2047,assam
2047,tambaring
2047,chinta
2047,sitta
2047,pulian
2047,tetili
2047,salomagi
2047,sampalok
2047,kalamagi
2047,makham
2047,bakham
2047,somkham
2047,humer
2047,masika
2047,dakar (Senegal)
2047,ukwaju
2047,arabeb
2047,b/roka
2047,racahu
2047,dereho
2047,dindie
2047,ghroma
2047,gianko
2047,omar
2047,aradeib
2047,tamarihindi
2047,shekere
2047,kuashi
2047,danufi
2047,daharg
2047,dakah
2047,dakhar
2047,ndakhar
2047,roka
2047,hemor
2047,homor
2047,humar
2047,komar
2047,tommar
2047,siyambala
2047,maha
2047,mushishi
2047,mkwaju
2047,ol-masamburai
2047,mwemba
2047,hamar
2047,khaam
2047,mak kham
2047,puli
2047,magyi
2047,magyee
2047,majee-pen
2047,tamarenn
2047,'am' pul
2047,ampil
2047,khoua me
2047,kham
2047,me
2047,trai me
2047,ttri
2047,titis
2047,paun
2047,dabe
2047,jammeh
2047,jammi
2047,homar
2047,roka (Galinya)
2047,ragai (Soddu)
2047,tamarind-hendi
2047,Rogo'ota (Konsogna)
2047,Koria (Wolayetgna)
2062,Tropical almond
2062,Indian almond
2062,sea almond
2062,badamier (Fr.)
2062,daile
2062,natapoa
2062,alita
2062,talie
2062,telie
2062,Tatalise (Roviana)
2062,Talise (Simbo/Marovo)
2062,Java almond
2074,cocoa
2074,cacao
2074,koko
2074,Kakao
2075,fey dayiti
2075,gran maho
2075,grand mahaut
2075,gros mahaut
2075,gwo maho
2075,mahot
2075,cork tree
2075,Indian tulip tree
2075,John-Bull tree
2075,large-leaved tulip tree
2075,milo
2075,Pacific rosewood
2075,portia tree
2075,seaside mahoe
2075,feuilles d'Haiti
2075,motel debou
2075,gajadanda
2075,paras-pipal
2075,parsipu
2075,porush
2075,baru laut
2075,waru laut
2075,baëhs sâmut
2075,chréi sâmut
2075,baru baru
2075,alamo
2075,alamo blanco
2075,carana
2075,clamour
2075,duartiana
2075,emajaguilla
2075,higuillo
2075,jaqueca
2075,majaguilla
2075,majugua de la Florida
2075,palo de jaqueca
2075,pho-thale
2075,mangrove
2095,charcoal tree
2095,gun-powder tree
2095,mpesi
2095,menarong
2095,bulasisi
2095,corgul
2099,peppermint
2099,brandy mint
2099,menthe poivree
2099,menthe
2099,bohe
2099,Pfefferminze
2099,menta
2099,pepparmynta
2099,pepermynte
2099,na'na
2099,pepermunt
2099,hortela
2099,myata
2099,seiyo-hakka
2099,Folia Menthae piperitae
2099,Oleum Menthae piperitae
2099,Spiritus Menthae piperitae
2099,Menthae piperitae herba
2099,Aetheroleum menthae piperitae
2099,yang-po-ho
2100,snake gourd
2100,chichinda
2114,wheat
2114,bread wheat
2114,blé
2114,alkamh
2114,sinde
2114,xiao mai
2114,trigo
2114,brödvete
2114,vanligt vete
2114,kveite
2114,almindelig hvede
2114,leipävehnä
2114,vehnä
2114,hveiti
2114,aat-weize
2114,weizen
2114,grano
2114,frumento
2114,lua mi
2114,froment
2114,cereals-wheat
2120,ulluco
2120,melloco
2120,oca quina
2120,rubas (Ecuador)
2120,olloco
2120,ulluca
2120,ulluma (Argentina)
2120,papa lisas
2120,lisas (Bolivia)
2120,olluco
2120,papalisa (Peru)
2120,rubas
2120,camarones de tierra
2120,ruhuas (Colombia)
2120,micuche
2120,miguri
2120,ruba
2120,tinquino (Venezuela)
2146,broad bean
2146,Windsor bean
2146,faba bean
2146,ackerbohne
2146,pferde bohne
2146,fève de Marais
2146,fava
2146,faveira
2146,horse bean
2147,adzuki bean
2147,adsuki
2147,atsuki atzuki
2147,azuki bean
2147,haricot adzuki
2147,haricot à feuilles angulaires
2147,haricot konde
2147,nirikia
2147,feijâo adzuki
2147,frijol adzuki
2147,frijol diablito
2147,poroto arroz
2147,adzukibohne
2147,fagiolo adzuki
2147,red  bean
2149,black gram
2149,urd
2149,urid
2149,mung bean
2149,bean - mung
2150,green gram (India)
2150,mung bean (Aust)
2150,judia de mungo
2150,poroto mungo (Paraguay)
2150,ambérique
2150,Mungbohne
2152,rice bean
2152,bean - rice
2152,red bean
2152,lazy-man pea
2152,haricot de riz
2152,frijol arroz
2152,judia de arroz
2152,mambi bean
2152,anipay
2152,bamboo bean
2152,climbing mountain bean
2152,crab-eye bean
2152,dungay
2152,kalipan
2152,kilkilang
2152,linay
2152,mangulasi
2152,mungo lising
2152,pagapay
2152,pagsei
2152,paksai
2152,taklauo
2152,tapilan
2152,gai-kalai
2152,ghurush
2152,gurounsh
2152,gurush
2152,kachang sepalit
2152,katjang otji
2152,meth
2152,pau maia
2152,shiltong
2152,sita-mas
2152,sutari
2152,sutri
2152,take-azuki
2152,tsuru-adsuki
2152,mu-tsa
2152,reisbohne
2153,cow pea
2153,cowpea
2153,southern pea (USA)
2153,yard long bean
2153,pois inconnu
2153,pois manger cochon
2153,frijol de vaca
2153,jiangdou
2153,caupí
2153,boeme
2153,catjang
2153,niebe
2153,pois liane
2160,grape
2160,raisin
2160,grappe
2160,uva
2160,videira
2160,vinha
2160,vindrue
2160,buah anggur
2160,auggut
2160,ubas
2160,sa-pyit
2160,tra pèang baay chum
2160,angunx
2160,artgun
2160,nho
2160,Traube
2160,Weintraube
2160,Vitis viniferae folium
2160,enab
2160,vite
2168,tannia
2168,new cocoyam
2168,tania
2168,badoo (Jam)
2168,Chinese taro (Pap.N.G.)
2168,chou (Gren)
2168,chou caraibe (Ant)
2168,Dalo ni tana (Fi)
2168,Fiji taro
2168,ghuya
2168,kimpool
2168,kong kong taro (N.Guin.)
2168,macabo (Cam)
2168,maduma (Tanz)
2168,maffafa (Ant)
2168,Malanga (Ant-Cub)
2168,Malanga blanca (Nic)
2168,Mangareto (Bra)
2168,Ocumo (Ven)
2168,Ocumo cuman (Ven)
2168,Quequeque (Guat.)
2168,Rascadera (Bra)
2168,Singapo?
2168,Tajer (Sur)
2168,Taioba (Bra)
2168,Talo papalagi (Sam)
2168,Ta'amu papalagi
2168,Tanyove (Guy)
2168,Tarua??
2168,Tata
2168,Tayobe
2168,Tayonne
2168,Tayo Tyo (W.I.)
2168,Tiquisque (C.Ri.)
2168,Yautia bravia (P.Ri.)
2175,maize
2175,corn
2175,Mais
2175,maiz
2175,milho
2175,yumi
2175,khao phoat
2175,bekolo
2175,sila
2175,sila nivava lagi
2175,tomorokpshi
2175,makai
2175,makki
2175,koane
2175,fiso
2175,sana
2175,keto (Simbo/Roviana)
2175,kon
2175,mielie
2175,mahindi
2175,ekidid (Karamojong)
2175,maidis stigmata
2175,mbemba
2175,poone
2175,upfu
2175,hupfu
2175,mbila
2187,amaranths
2187,xian
2187,lishalisho
2187,ferenjitef
2187,iyaso (Galinya)
2187,jolili (Galinya)
2187,gagabsa (Wollamo)
2188,
2189,
2190,
2192,dill
2192,garden dill
2192,East Indian dill
2192,aneth
2192,eneldo
2192,shibith
2192,dille
2192,aneto
2192,funcho bastardo
2192,endro
2192,ukrop
2192,shih-lo
2192,Anethi folium
2192,Anethi fructus
2192,Aetheroleum anethi fructus
2192,Aetheroleum anethi herba
2194,cherimoya
2194,cherimoyer
2194,soursop
2194,sauerapfel
2194,cherimolier
2194,graveola
2194,noina ostrelia
2196,ilama
2196,anona blanca
2196,ilamatzapotl
2196,izlama
2196,papausa
2197,Soncoya
2198,bignay
2198,Chinese laurel
2198,blackcurrant tree
2198,salamander tree
2198,antidesme
2198,antidesma da China
2198,cardoeira
2198,buni
2198,wuni
2198,huni
2198,bunch
2198,paginga
2198,isip
2198,kho liên tu
2198,baa mao ruesee
2198,mamao dong
2198,mao chaang
2198,chiòi mòi
2199,groundnut
2199,peanut
2199,monkeynut
2199,arachide
2199,cacahuètes
2199,Erdnuss
2199,goober
2199,mani
2199,mani largo
2199,pindels
2199,pistach
2199,pistache
2199,pinat
2199,pinati
2199,earthnut
2199,Manila nut
2199,Chinese nut
2199,pindar
2199,goober pea
2199,spagnoletta
2199,nilakkadalai
2199,kadalai
2214,akee
2214,ackee
2214,akee apple
2214,vegetable brain
2214,arbre fricassé
2214,arbre a fricasser
2214,yeux de crabe
2214,ris de veau
2214,seso vegetal
2214,arbol de seso
2214,palo de seso
2214,huevo vegetal
2214,fruto de huevo
2214,arbor del huevo
2214,pera roja
2214,merey del diablo
2214,bien me sabe
2214,pan y quesito
2214,akí
2214,castanha
2214,castanheiro de Africa
2214,finza
2214,akie
2214,kaka
2214,finzan
2214,akye
2214,akyen
2214,ishin
2220,Kohlrabi
2227,Sword bean
2228,achira
2228,edible canna
2228,purple arrowroot
2228,Queensland arrowroot
2228,Australian arrow root
2228,tous-les-mois
2228,toloman
2228,conflor
2228,bahasa
2228,achera
2228,capacho
2228,sugù
2228,chisqua
2228,adura
2228,luano
2228,gruya
2228,tolumán
2228,tikas
2228,punyapong
2228,kaska
2228,piriquitoya
2228,maraca
2228,imocona
2228,platanillo
2228,cafiacoros
2228,ganyong
2228,lembong njeedra
2228,seneetra
2228,merù
2228,birù manso
2228,bery
2228,imbiry
2228,araruta bastarda
2228,bandua de Uribe
2228,adalut
2228,kenyong
2228,ubi gereda
2228,zembu
2228,sakhu chin
2228,dong rieng
2231,Pecan
2234,chestnut
2234,European chestnut
2234,French chestnut
2234,Italian chestnut
2234,Spanish chestnut
2234,Sardian chestnut
2234,sweet chestnut
2234,Congo stick
2234,chataignier
2234,castagno
2234,Kastanienbaum
2234,Edelkastanie
2234,ægte kastanie
2234,castanheiro vulgar
2234,Castaneae folium
2234,aila
2242,Key lime
2242,acid lime
2242,Mexican lime
2242,sour lime
2242,West Indian lime
2242,lime tree
2242,common lime
2242,lime acide
2242,limettier
2242,citron vert
2242,limoo
2242,doc
2242,lima
2242,limón ceutí
2242,lima ácida
2242,tipolo
2242,Limette
2242,Limettenbaum
2242,Limone
2242,saure Limette
2242,saure Limonette
2242,Limonelle
2242,kagzi mimboo
2242,jeruk nipis
2242,jeruk pecel
2242,limau asam
2242,limau nipis
2242,mull
2242,dayap
2242,krooch chhmaa muul
2242,naaw
2242,somma nao
2242,manao
2242,cbanh
2242,chanh ta
2242,muli
2242,sipora
2242,arani (Cooks)
2242,moli
2242,molie
2242,moli laimi
2242,laimi
2242,nabbu kaghdi
2242,te raim (Kiribati)
2242,moli tipolo
2242,Omani lime (Oman)
2242,kaghzi nimba
2242,baladi lemon (Egypt)
2242,gallego (Brazil)
2246,hazel nut
2246,European hazel
2246,cob nuts
2246,Irish coll
2246,fertile de Coutard
2246,longue d'Espagne
2246,lungha di Spagne
2246,nocciolo
2246,Gunslebenert Zellernuss
2246,Gunslebert
2246,Haselnuss
2246,Haselnussbaum
2246,hassel
2246,hasselbuske
2246,vanlig hassel
2246,pähkinäpensas
2246,Coryli folium
2263,black sapote
2263,black persimmon
2263,zapote negro
2282,Java apple
2285,buckwheat
2285,qiaomei
2285,ogal
2285,mite phapar
2285,grecicha kul'turnaja
2285,poganka
2285,sarrasin
2285,trigo sarraceno
2285,fagopiro
2285,echter Buchweizen
2285,Buchweizen
2285,Keidekorn
2285,soba
2285,bovete
2285,bokvete
2285,vanligt bovete
2285,bokkveite
2285,almindelig boghvede
2285,viljatatar
2285,Fagopyri semen
2285,Fagopyri herba
2296,Governor's plum
2296,batoko plum
2296,Indian plum
2296,whip cane
2296,jangoma
2296,flacurtia
2300,oval kumquat
2300,Nagame kumquat
2300,cumquate oval
2301,wild strawberry
2301,Walderdbeere
2301,Knickbeere
2301,fragolina di bosco
2301,smultron
2301,skogssmultron
2301,månadssmultron
2301,markjordbær
2301,skov-jordbær
2301,ahomansikka
2301,mansikka
2301,villijar›arber
2302,gourka
2302,egg tree
2307,peach palm
2307,pejibaye
2307,chontaduro
2307,pijuayo(Peru)
2307,palmier-peche
2307,pupunha
2307,(see also under Notes)
2315,walnut
2315,walnut tree
2315,Nussbaum
2315,Walnussbaum
2315,echte Walnuß
2315,noce
2315,noyer
2315,nogal
2315,valnød
2315,almindelig valnød
2315,valnöt
2315,valnötsträd
2315,äkta valnöt
2315,Juglandis folium
2315,Juglandis pericarpium
2315,Juglandis disseptum
2318,langsat
2318,duku
2318,kokosan
2318,duku-langsat
2318,lansones
2318,boboa
2318,buahan
2318,longkong
2318,bònbon
2334,Sapodilla
2334,chiku
2335,Arrowroot
2340,balm
2340,lemon balm
2340,Melisse
2340,melisse officinale
2340,Melissae folium
2340,Melissae herba
2340,Aetheroleum melissae
2347,false pickerelweed
2348,horseradish tree
2348,ben oil tree
2348,drumstick tree
2348,clarifier tree
2348,mother's best friend
2348,moringa tree
2348,cabbage tree
2348,benzolive tree
2348,malunggay
2348,zogallagandi
2348,okwe oyibo
2348,mlonge
2348,mzunze
2348,ewe-igbale
2348,meelsakboom
2348,Aleco (Konsogna)
2348,Shiferaw (Amargna)
2348,Kalan'gi (Hamer-Bena)
2349,black mulberry
2349,murier noir
2349,gelso
2349,maulbeerbaum
2349,amoreira preta
2349,mora negra
2350,velvet bean
2350,banana stock pea
2350,ojo de venado
2350,mucuna negra
2350,poroto aterciopelado (Arg.)
2350,frijol terciopelo (Mex.)
2350,haba de terciopelo (P.R.)
2350,pois a gratter
2350,haricot veloute
2350,pois mascate
2350,dolique de Floride
2350,alkusi
2350,makhmali sem
2350,kavach
2350,kaunch
2350,alkushi
2350,atmagupta
2350,dulagondi
2350,punaikkali
2350,nasugunni
2350,cigu
2350,kaocho
2350,taingilotra
2350,stizolobia
2350,fluweelboontjie
2357,
2359,Egyptian lotus
2359,Egyptian bean
2359,sacred lotus
2359,lotus
2359,sacred bean
2359,water bean
2359,Indian lotus
2359,Hindu lotus
2359,Chinese arrowroot
2359,East Indian lotus
2359,nelumbo
2359,nelumbo rosa
2359,loto indico
2360,pulasan
2363,
2364,Water dropwort
2364,Chinese celery
2364,piopo
2364,pampoong
2364,funcho da China
2371,oca
2371,sorrel
2371,oxalis
2371,truffette acide
2371,knollen sauerklee
2371,oqa
2371,okka
2371,okta (Quechua)
2371,apiha
2371,apilla
2371,kawi (Aymara)
2371,ibia (Colombia)
2371,ruba
2371,timbo
2371,quiba (Venezuela)
2371,papa roja
2371,papa colorada (Mexico)
2371,huisisai
2371,ibias (South America)
2371,kao
2371,yam (NZ)
2380,Nonda plums
2380,Engam
2381,sweet granadilla
2381,yellow passionfruit
2381,sweet passion fruit
2381,grenadille douce
2381,granadilla
2381,granadilla de China
2381,granadita
2381,parchita amarilla
2381,parcha dulce
2381,granadilla común
2381,granaditta
2386,Pistachio nut
2386,green almond
2386,pistache
2386,pistachier
2386,pistachio
2386,pistacio
2386,alfostico
2386,alfostigueiro
2390,
2394,Canistel
2394,Egg fruit tree
2397,almond
2397,sweet almond
2397,amandier
2397,amendoeira
2397,almendro
2398,apricot
2398,albicocca
2398,Aprikose
2398,abricot
2398,alperceiro
2398,damasqueiro
2398,albaricoque
2413,European elder
2413,common elder
2413,black elder
2413,bour
2413,bour tree
2413,elder
2413,sureau
2413,Holunder
2413,schwarzer Holunder
2413,hyldebær
2413,sambuco
2413,sabugueiro da Europa
2413,rosa do bem fazer
2413,Sambuci flos
2413,Sambuci herba
2413,Sambuci fructus
2428,
2433,potherb fameflower
2433,waterleaf
2433,Surinam purslane
2433,Ceylon spinach
2433,sweetheart
2433,grassé
2433,poslen
2433,krokot belanda
2433,talina de Java
2433,espinafre de Ceilao
2433,kumu manus
2433,talilong
2433,galaghati
2433,biala
2433,som-kaoli
2433,som-khon
2433,som-chin
2433,thoornhaan saam
2433,cariru
2433,lagos bologi
2442,salsify
2442,oyster plant
2442,vegetable oyster
2442,purple goat's-beard
2442,cercefi roxo
2442,barba de bode
2447,mashua
2447,anu
2447,mashwa
2447,mashua (Peru
2447,Ecuador)
2447,isano (Peru
2447,Bolivia)
2447,maswallo
2447,mazuko
2447,mascho
2447,anyu (Peru)
2447,cubio
2447,navies
2447,nave (Colombia)
2447,afiu
2447,apifiu
2447,apifia mama
2447,yanaoca (Quechua)
2447,isau
2447,issanu
2447,kkayacha (Aymara)
2447,puel (southern Colombia)
2447,isafio
2447,isanu
2447,apilla (Bolivia)
2447,ysafio (South America)
2452,yellow plum
2452,sour plum
2452,tallow wood
2452,wild lime
2452,wild olive
2452,wild plum
2452,mpingi
2452,mtundakula
2452,inkoy
2452,huda (Galinya)
2452,maleta
2452,mellau
2452,aure-mudube
2452,mandraut
2452,mondruk
2452,morod
2452,amirgudud
2452,enkoy
2452,oda (Galinya
2452,Kaffa)
2452,hastee (Gamo)
2452,bolahanica (Gamo)
2452,kutata (Konsogna)
2452,mulahua (Wolayetgna)
2452,kus (Hamer-Bena)
2452,Albaria
2452,Alabaricoque
2452,Albarillo
2452,Cagalero
2452,Caimito de monte
2452,Chocomico
2452,Espino de brujo
2452,Guayabo del diablo
2452,Jocomico
2452,Limoncillo
2452,Manzana guayaba
2452,Manzanillo
2452,Membrillo de monte
2452,Pata
2452,Pepenance
2452,Tigrito
2452,Tocote de monte
2452,Yana
2452,Ameixa
2452,Ameixeria do campo
2452,Espinha de maicha
2452,Buol
2452,False santalwood
2452,Hog plum
2452,Mountain plum
2452,Seaside plum
2452,Spanish plum
2452,Tallowwood plum
2452,Yellow sanders
2452,Tallow nut
2452,Monkey plum
2452,Citron de la mer
2452,citronnier de la mer
2452,Heymassoliépineux
2452,Macaby
2452,Prune-épine
2452,Prunier de mer
2452,Prunier canaque
2454,rhubarb
2454,Rabarber
2465,atemoya
2465,custard apple
2467,football fruit
2467,pangi
2467,sis
2467,Kepayang
2474,Silver beet
2475,smooth loofah
2475,loofa (Micronesia)
2475,sel lap (Pohnpei/Micronesia)
2475,patola
2475,vegetable sponge
2475,edible luffa
2475,sponge gourd
2479,chickpea
2479,Bengal gram
2479,pois chiche
2479,cafe francais
2479,gravancos
2479,sigro
2479,hanaz
2479,djelbane
2483,banana
2483,bananier
2483,pisang
2483,saging
2483,nget pyo thee
2483,cheek ham' vaa
2483,kwhyz
2483,kluai
2483,chuoi
2483,muz
2486,giant taro
2486,paragum
2486,cunjevoi
2486,cunjevoi lily
2486,mottled giant alocasia
2486,baru
2486,ta'amu (Samoa)
2486,ape (Cook I
2486,French Polynesia)
2486,babai (Kiribati)
2486,kape (Niue
2486,Tonga)
2486,pulaka (Tuvalu)
2486,via mila
2486,via sori
2486,viagaga
2486,viadranu
2486,viadidi
2486,alocasia gigante
2499,orange mangrove
2499,mapeki
2499,pertut
2499,taheup
2499,tenggel
2499,putut
2499,tumu
2499,tomo
2499,kandeka
2499,tanjang
2499,lindur
2499,sala-sala
2499,dau
2499,tongke
2499,mangrove
2501,mangrove
2507,
2508,
2509,quinoa
2509,quinua
2509,kiuna
2509,jiura
2509,quinhua
2509,suba
2514,safflower
2514,cartamo
2514,alazor
2514,carthame
2514,honghua
2514,osfor
2514,podsolnuh
2514,kusum
2514,kusumba
2514,kusumbha
2514,suff
2514,aspir
2514,golbar aftab
2514,muswar
2514,benibana
2514,cartama
2514,Saflor
2514,Carthami flos
2514,Carthami semen
2514,Oleum carthami
2514,false saffron
2514,bastard saffron
2514,American saffron
2514,dyer's thistle
2514,dyer's saffron
2514,saffron thistle
2514,hong hua
2516,tepary bean
2516,bean - tepary
2524,moth bean
2524,mat bean
2524,Turkish gram
2524,haricot papillon
2524,moot
2524,aconite leaved bean
2524,dew bean
2524,gram
2524,kidney bean
2524,Kumkumapesalu
2524,math
2524,matki
2524,phillipesara
2524,tulkayrai
2524,meth-kalai
2524,minimulu
2524,kallupayaru
2524,naripayaru
2524,pani payeru
2524,kheri
2524,matpe
2524,mittikelu
2525,
2528,melon shrub
2528,sweet cucumber
2528,pear melon
2528,pepino
2528,melon-poire
2528,poire-melo
2528,cahum
2528,pepino dulce
2528,mataserrano
2528,peramelon
2528,xachum
2528,kachuma
2579,Mulga
2579,Yarran
2579,Umbrella mulga
2579,Turpentine Mulga
2580,
2588,
2599,Witchety bush
2599,Cork bark wattle
2599,Dogwood
2599,Wirewood
2599,Desert Oak
2599,Wiry wattle
2600,Hall’s Creek wattle
2646,Kuteera-Gum
2646,Kikar
2651,
2664,
2697,gum arabic
2697,gum acacia
2697,kumut
2697,Sudan gum arabic
2697,three-thorned acacia
2697,Turkey gum
2697,cape gum
2697,acacia du senegal
2697,gommier
2697,Arabicumbaum
2697,Gummibaum
2697,alloba
2697,asharat
2697,hashab
2697,debehi
2697,dakwara
2697,kikwata
2697,goma arábica
2697,umKhala
2705,River cooba
2705,Eumong
2705,Native Willow
2718,Bramble wattle
2718,Gundabluey
2718,Elegant wattle
2735,
2741,pineapple guava
2741,feijoo
2741,féijoa
2741,guayaba
2741,guayabo del país
2741,guayaba chilena
2741,guayaba del país
2741,guayaba sumina
2741,goiaba-feijoa
2741,goiaba serrana
2741,goiabeira serrana
2741,araçá do Rio Grande
2741,goiaba do campo
2741,goiaba silvestre
2741,Brasilianische guave
2783,macauba palm
2783,macauba
2783,macaw palm
2783,macaya oil
2783,groo groo
2783,grugru palm
2783,corosse
2783,mbocayá
2783,totaí
2783,cobrush
2783,tamaco
2783,coyol
2783,coco baboso
2783,coco de catarro
2783,coquito
2783,bocaiuva
2783,mocayá
2783,corozo
2783,catey
2783,cayara
2783,cayiete
2783,ocori
2783,palma de vino
2783,gru-gru
2783,mucajá
2783,grou grou
2787,total
2787,palma de vino
2787,mocaya
2787,cayiete
2787,ocori
2787,gru gru
2787,grau
2787,mukalla
2787,uba
2787,mujuca
2787,noz de Paraguai
2803,hardy kiwi
2803,bower vine
2803,dessert kiwi
2803,cocktail kiwi
2803,tara vine
2803,yang-tao
2807,African baobab
2807,baobab
2807,dead-rat tree
2807,bottle tree
2807,monkey-bread tree
2807,kremetart
2807,mowana
2807,moana
2807,toeega
2807,Affenbrotbaum
2807,seboi
2807,ximuwu
2807,muvhuyu
2808,baobab
2808,monkey bread tree
2808,fony
2809,
2844,bael
2844,bel fruit
2844,bel tree
2844,bel Indien
2844,maja
2844,maja batu
2844,bilak
2844,bila
2844,opesheet
2844,okshit
2844,bnau
2844,toum
2844,matum
2844,tum
2844,ma pin
2844,tnái mam
2856,horse-chestnut
2856,horse chestnut
2856,conkers
2856,ippocastano
2856,marron d'Inde
2856,marronnier d'Inde
2856,castanheiro da India
2856,castaña de Indias
2856,Rosskastanie
2856,Roß-Kastanie
2856,Hippocastani semen
2856,Hippocastani cortex
2856,Hippocastani folium
2856,Hippocastani flos
2863,
2872,Guinea grains
2872,grains of Paradise
2872,alligator pepper
2872,melagueta pepper
2872,malagueta
2872,semente do Paraiso
2881,mahogany bean
2881,mubapi
2881,chanfuta
2881,chamfuti
2881,pod mahogany
2881,lucky bean tree
2881,afzelia
2881,peulmahonie
2881,iNkehli
2881,umDlavusa
2881,umHlakuva
2881,iNkele
2881,umShamfuthi
2881,mhkholikholi
2881,umKholikholi
2881,mkumbakusi
2881,nxenhe
2881,mutokota
2881,Mbamba-Kofi
2925,couch grass
2925,quark grass
2925,Graminis rhizoma
2958,
2972,lady's mantle
2984,garlic mustard
2984,jack by the hedge
2992,onion
2992,cong
2994,rakkyo
2994,perennial Chinese onio
2994,tsyu-tsai
2994,chiao t'ou
2994,alho chines
3052,galangal
3052,Java galangal
3052,kholanjan
3052,katauk karohini
3052,kha
3052,kha luang
3052,kha ta daeng
3052,kha yuak
3052,kalijan
3052,khulanjan
3052,lenguas
3052,hâu khá
3052,rièng
3052,rièng ãm
3052,rièng nép
3052,seh ae khoei
3052,sa-e choei
3069,
3086,smooth pigweed
3086,slender amaranth
3086,quintonil (Mex)
3086,umfino
3086,gewone misbridie
3086,xian
3086,phak khom
3086,bayam
3086,tete (Nir)
3086,urai (Phil)
3090,prince's feather
3116,saskatoon
3116,saskatoon serviceberry
3116,juneberry
3116,mountain juneberry
3116,Rocky Mountain blueberry
3116,sgan gam (Gitxsan)
3116,hlighag' (Wet'suwet')
3127,
3218,angelica
3218,garden angelica
3218,archangel
3218,aunt Jericho
3218,plante angelique
3218,Angelikapflanze
3218,European angelica
3218,arcangelica
3218,raiz do Espirito Santo
3218,Angelicae radix
3218,Angelicae folium
3218,Angelicae fructus
3218,Aetheroleum angelicae
3220,wild angelica
3220,woodland angelica
3220,angelica silvestre
3220,angelica brava
3236,
3241,mountain soursop
3241,wild soursop
3241,guanábana cimarrona
3241,guanábana
3241,guanábana de monte
3241,guanábana de perro
3241,guanábana de loma
3241,taragus
3241,turagua
3241,araticum
3241,araticum açú
3241,araticum apé
3241,corossolier bâtard
3241,corossol zombie
3241,boszuurzak
3241,araticum-ponhe
3241,araticum de paca
3242,poshte
3242,chirimoya
3242,anona del monte
3242,cawesh
3242,cahuex
3243,wild custard apple
3243,wild soursop
3243,annone
3243,pomme cannelle du senegal
3243,jumbukungo
3243,sinkungo
3243,mchekwa
3243,mkonokono
3243,mtomoko
3243,mutopetope
3243,wilde suikerappel
3286,apios
3286,groundnut
3286,wild bean
3286,bog potato
3286,wild potato
3286,Virginia potato
3286,Indian potato
3286,potato bean
3289,celeriac
3289,turnip rooted celery
3289,knob celery
3289,céleri-rave
3289,knolselder
3289,wurzelsellerie
3289,knollensellerie
3289,knolselderij
3289,bleekselder
3308,
3310,maní forrajero
3318,
3325,strawberry tree
3325,arbute tree
3325,arbutus
3325,Irish strawberry
3325,apple of Cain
3325,Irish caithne
3325,arbousier
3325,albatro
3325,medronheiro
3325,ervedeiro
3325,medronho
3325,ervodo
3325,arbuto
3325,madrono
3325,suglair
3327,
3330,great burdock
3330,burdock
3330,Japanese godo
3330,Bardanae radix
3330,Bardanae folium
3348,sugar palm
3348,black sugar palm
3348,palm de sucre
3348,gemuti palm
3351,argan
3351,arga
3351,argaria
3351,arganier
3351,arjardin
3351,iron wood
3351,Moroccon iron-wood tree
3351,Eisenholzbaum
3384,horseradish
3384,horse radish
3384,red cole
3384,rabano picante
3384,meerrettich
3384,raifort
3384,pepparrot
3384,pepper rod
3384,mierikwortel
3384,rafano
3384,rabano-picante
3384,khren
3384,wasabi
3384,lagen
3384,fujl har
3386,arracacha
3386,white carrot
3386,Peruvian parsnip
3386,paneme
3386,pomme de terre-celeri
3386,racacha
3386,zanhoria blanca
3386,apio criollo
3386,sonarca
3386,batata barao
3386,mandioquinha
3386,batata salsa
3386,batata cenoura
3386,lakachu
3386,lekachu
3386,oqqe
3386,huiasampilla
3386,laqachu
3386,raqacha
3386,virraca
3386,rikacha
3423,breadfruit
3423,arbre à pain
3423,fruit a pain
3423,chataignier
3423,fruta de pan
3423,arbor de pan
3423,arbor del pan
3423,pan de pobre
3423,pan de ano
3423,pan de todo el ano
3423,pan de palo
3423,pan de name
3423,topan
3423,tupan
3423,mazapan
3423,castana
3423,marure
3423,castano de Malabar
3423,panapen
3423,pana de pepitas
3423,sukun
3423,kelur
3423,timbul
3423,fruta pao
3423,pao de massa
3423,broodvrucht
3423,broodboom
3423,suku
3423,kulur
